Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q8IZD4,mRNA-decapping enzyme 1B OS=Homo sapiens GN=DCP1B PE=1 SV=2,DCP1B,39,76,617,67.681,8.56,34,0.999,0.986,0.883,0.657,0.423,0.245,0.134,0.11,0.083,0.1
Q8IZD9,Dedicator of cytokinesis protein 3 OS=Homo sapiens GN=DOCK3 PE=1 SV=1,DOCK3,2,3,2030,232.953,6.98,1,0.999,1.073,0.898,0.509,0.303,0.139,0.064,0.043,0.078,0.119
Q8IZE3,Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens GN=SCYL3 PE=1 SV=3,SCYL3,6,10,742,82.805,5.05,3,0.999,0.914,0.824,0.829,0.478,0.228,0.119,0.068,0.072,0.084
Q8IZH2,5'-3' exoribonuclease 1 OS=Homo sapiens GN=XRN1 PE=1 SV=1,XRN1,49,98,1706,193.985,7.21,44,0.999,0.994,0.863,0.629,0.332,0.172,0.086,0.084,0.074,0.093
Q8IZL2,Mastermind-like protein 2 OS=Homo sapiens GN=MAML2 PE=1 SV=2,MAML2,1,1,1156,125.119,9.42,1,0.999,0.873,1.018,0.769,0.743,0.449,0.294,0.213,0.208,0.109
Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2",PELP1,6,9,1130,119.624,4.34,3,0.999,0.933,0.948,0.889,0.743,0.499,0.304,0.183,0.148,0.149
Q8IZQ1,WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens GN=WDFY3 PE=1 SV=2,WDFY3,7,14,3526,395.006,6.76,6,0.999,1.021,0.951,0.726,0.354,0.197,0.103,0.092,0.08,0.074
Q8IZQ5,Selenoprotein H OS=Homo sapiens GN=SELH PE=1 SV=2,SELH,7,14,122,13.446,9.74,6,0.999,1.173,1.105,1.069,0.926,0.669,0.381,0.283,0.211,0.196
Q8IZQ8,Isoform 3 of Myocardin OS=Homo sapiens GN=MYOCD,MYOCD,4,6,986,106.703,6.74,3,0.999,0.89,0.888,0.666,0.516,0.312,0.164,0.099,0.088,0.109
Q8IZS6,Tctex1 domain-containing protein 3 OS=Homo sapiens GN=TCTE3 PE=1 SV=1,TCTE3,3,8,198,23.161,9.33,4,0.999,1.156,1.003,1.141,0.791,0.579,0.209,0.12,0.1,0.084
Q8IZS8,Isoform 2 of Voltage-dependent calcium channel subunit alpha-2/delta-3 OS=Homo sapiens GN=CACNA2D3,CACNA2D3,2,2,997,112.925,5.54,1,0.999,0.723,0.778,0.769,0.823,0.589,0.534,0.503,0.458,0.429
Q8IZT6,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens GN=ASPM PE=1 SV=2,ASPM,5,10,3477,409.54,10.45,3,0.999,1.08,1.058,1.146,1.143,1.202,1.031,0.669,0.444,0.496
Q8IZU2,WD repeat-containing protein 17 OS=Homo sapiens GN=WDR17 PE=2 SV=2,WDR17,18,33,1322,147.608,6.46,14,0.999,1.002,0.972,0.94,0.839,0.567,0.322,0.126,0.108,0.102
Q8IZU3,Synaptonemal complex protein 3 OS=Homo sapiens GN=SYCP3 PE=1 SV=1,SYCP3,1,2,236,27.711,9.23,1,0.999,0.923,0.958,0.879,0.703,0.599,0.364,0.173,0.078,0.089
Q8IZV5,Retinol dehydrogenase 10 OS=Homo sapiens GN=RDH10 PE=1 SV=1,RDH10,2,4,341,38.062,7.4,2,0.999,0.993,0.948,0.869,0.593,0.379,0.244,0.153,0.118,0.149
Q8N0T1,Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=3,C8orf59,13,27,98,11.236,10.46,15,0.999,1.001,1.015,0.917,0.776,0.538,0.36,0.257,0.173,0.156
Q8N0U4,Protein FAM185A OS=Homo sapiens GN=FAM185A PE=2 SV=3,FAM185A,12,22,392,42.275,7.97,11,0.999,1.012,0.979,0.969,0.831,0.635,0.539,0.274,0.122,0.121
Q8N0U7,Uncharacterized protein C1orf87 OS=Homo sapiens GN=C1orf87 PE=2 SV=1,C1orf87,3,5,546,61.996,8.65,3,0.999,1.103,1.068,0.992,0.87,0.672,0.621,0.453,0.388,0.266
Q8N0V3,"Putative ribosome-binding factor A, mitochondrial OS=Homo sapiens GN=RBFA PE=1 SV=3",RBFA,3,6,343,38.335,7.85,3,0.999,0.923,0.833,0.679,0.428,0.244,0.159,0.118,0.093,0.109
Q8N0W3,Isoform 2 of L-fucose kinase OS=Homo sapiens GN=FUK,FUK,20,41,1090,118.318,6.43,20,0.999,0.975,0.982,0.939,0.795,0.658,0.482,0.324,0.178,0.132
Q8N0X4,"Citrate lyase subunit beta-like protein, mitochondrial OS=Homo sapiens GN=CLYBL PE=2 SV=2",CLYBL,44,115,340,37.336,8.73,53,0.999,0.98,0.999,0.958,0.871,0.709,0.542,0.262,0.111,0.103
Q8N0X7,Spartin OS=Homo sapiens GN=SPG20 PE=1 SV=1,SPG20,69,169,666,72.788,5.91,78,0.999,1.079,0.977,0.866,0.527,0.271,0.165,0.102,0.09,0.093
Q8N0Y2,Zinc finger protein 444 OS=Homo sapiens GN=ZNF444 PE=1 SV=1,ZNF444,1,2,327,35.182,8.56,1,0.999,0.953,0.868,0.779,0.503,0.319,0.184,0.123,0.108,0.079
Q8N0Y7,Probable phosphoglycerate mutase 4 OS=Homo sapiens GN=PGAM4 PE=2 SV=1,PGAM4,13,345,254,28.759,6.65,3,0.999,1.073,1.081,1.016,0.85,0.782,0.654,0.543,0.461,0.342
Q8N0Z6,Tetratricopeptide repeat protein 5 OS=Homo sapiens GN=TTC5 PE=1 SV=2,TTC5,35,85,440,48.897,6.48,39,0.999,0.998,0.913,0.6,0.388,0.218,0.127,0.087,0.077,0.083
Q8N108,Isoform 2 of Mesoderm induction early response protein 1 OS=Homo sapiens GN=MIER1,MIER1,50,141,565,63.387,4.46,53,0.999,0.968,1,0.923,0.796,0.442,0.204,0.146,0.13,0.119
Q8N122,Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR PE=1 SV=1,RPTOR,64,144,1335,148.942,6.89,66,0.999,1.026,0.965,0.889,0.545,0.233,0.124,0.095,0.08,0.086
Q8N128,Isoform 2 of Protein FAM177A1 OS=Homo sapiens GN=FAM177A1,FAM177A1,6,14,236,26.029,4.42,7,0.999,1.011,1.058,0.99,0.776,0.591,0.523,0.398,0.268,0.291
Q8N129,Protein canopy homolog 4 OS=Homo sapiens GN=CNPY4 PE=2 SV=1,CNPY4,20,63,248,28.292,4.64,30,0.999,0.972,0.987,0.931,0.88,0.739,0.609,0.493,0.451,0.398
Q8N130,Sodium-dependent phosphate transport protein 2C OS=Homo sapiens GN=SLC34A3 PE=1 SV=2,SLC34A3,3,6,599,63.509,8.27,5,0.999,1.109,0.964,1.019,0.729,0.571,0.488,0.397,0.306,0.203
Q8N131,Porimin OS=Homo sapiens GN=TMEM123 PE=1 SV=1,TMEM123,1,2,208,21.518,8.7,1,0.999,1.183,0.948,1.059,0.633,0.609,0.384,0.433,0.358,0.309
Q8N142,Adenylosuccinate synthetase isozyme 1 OS=Homo sapiens GN=ADSSL1 PE=2 SV=1,ADSSL1,18,47,457,50.177,8.59,10,0.999,0.998,1.066,0.954,0.841,0.658,0.513,0.383,0.187,0.155
Q8N159,"N-acetylglutamate synthase, mitochondrial OS=Homo sapiens GN=NAGS PE=1 SV=1",NAGS,1,1,534,58.12,8.9,1,0.999,0.883,0.938,0.809,0.523,0.409,0.254,0.183,0.128,0.189
Q8N163,DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=1 SV=2,KIAA1967,125,470,923,102.838,5.22,142,0.999,0.979,0.847,0.653,0.384,0.194,0.105,0.079,0.072,0.084
Q8N183,"Mimitin, mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1",NDUFAF2,36,91,169,19.844,8.97,45,0.999,1.07,1.157,1.085,0.955,0.98,1.143,1.061,0.845,0.662
Q8N196,Homeobox protein SIX5 OS=Homo sapiens GN=SIX5 PE=1 SV=3,SIX5,6,29,739,74.516,4.96,6,0.999,0.923,0.991,0.786,0.746,0.489,0.344,0.209,0.144,0.139
Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog OS=Homo sapiens GN=VPS52 PE=1 SV=1,VPS52,23,53,723,82.17,5.99,22,0.999,1.113,0.972,0.908,0.516,0.279,0.162,0.124,0.089,0.101
Q8N1F7,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,NUP93,150,494,819,93.43,5.72,236,0.999,1.035,0.924,0.798,0.456,0.2,0.098,0.077,0.072,0.084
Q8N1F8,Serine/threonine-protein kinase 11-interacting protein OS=Homo sapiens GN=STK11IP PE=1 SV=3,STK11IP,1,2,1099,121.325,5.39,1,0.999,1.003,0.728,0.689,0.403,0.199,0.104,0.083,0.088,0.099
Q8N1G0,Zinc finger protein 687 OS=Homo sapiens GN=ZNF687 PE=1 SV=1,ZNF687,16,32,1237,129.446,8.19,14,0.999,0.996,0.933,0.751,0.583,0.389,0.267,0.238,0.183,0.166
Q8N1G1,RNA exonuclease 1 homolog OS=Homo sapiens GN=REXO1 PE=1 SV=3,REXO1,4,10,1221,131.429,8.95,5,0.999,0.994,0.948,0.857,0.679,0.376,0.173,0.126,0.127,0.124
Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens GN=FTSJD2 PE=1 SV=1,FTSJD2,105,321,835,95.26,7.05,145,0.999,1.023,0.989,0.854,0.523,0.217,0.114,0.088,0.084,0.087
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,LRRC47,85,399,583,63.434,8.28,195,0.999,1.006,0.982,0.923,0.77,0.509,0.222,0.124,0.104,0.104
Q8N1N0,C-type lectin domain family 4 member F OS=Homo sapiens GN=CLEC4F PE=2 SV=2,CLEC4F,3,4,589,65.478,6.7,1,0.999,1.273,1.018,1.219,0.933,0.949,0.704,0.953,0.608,0.789
Q8N1N4,"Keratin, type II cytoskeletal 78 OS=Homo sapiens GN=KRT78 PE=2 SV=2",KRT78,8,44,520,56.83,6.02,3,0.999,0.793,0.998,0.889,0.96,0.672,0.604,0.379,0.758,0.292
Q8N1Q1,Carbonic anhydrase 13 OS=Homo sapiens GN=CA13 PE=1 SV=1,CA13,6,11,262,29.425,6.96,5,0.999,1.015,1.012,0.985,0.689,0.367,0.162,0.091,0.078,0.093
Q8N1S5,Zinc transporter ZIP11 OS=Homo sapiens GN=SLC39A11 PE=2 SV=3,SLC39A11,1,4,342,35.373,5.6,2,0.999,0.983,0.918,0.899,0.593,0.229,0.104,0.053,0.058,0.079
Q8N283,Ankyrin repeat domain-containing protein 35 OS=Homo sapiens GN=ANKRD35 PE=2 SV=2,ANKRD35,3,5,1001,109.898,6.02,3,0.999,1.153,1.121,1.069,0.89,0.732,0.678,0.573,0.344,0.232
Q8N2G8,GH3 domain-containing protein OS=Homo sapiens GN=GHDC PE=1 SV=2,GHDC,4,10,530,57.487,7.88,5,0.999,1.003,0.9,0.773,0.703,0.459,0.216,0.127,0.128,0.119
Q8N2H3,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=PYROXD2 PE=2 SV=2,PYROXD2,3,4,581,63.027,6.95,3,0.999,0.913,1.063,0.909,0.813,0.369,0.169,0.133,0.143,0.164
Q8N2H4,Protein SYS1 homolog OS=Homo sapiens GN=SYS1 PE=1 SV=1,SYS1,1,2,156,17.603,7.72,1,0.999,0.873,0.978,0.859,0.663,0.449,0.254,0.193,0.178,0.149
Q8N2K0,Isoform 2 of Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12,ABHD12,2,4,404,45.529,8.65,2,0.999,1.183,1.133,1.029,0.733,0.954,0.649,0.443,0.368,0.204
Q8N2M8,CLK4-associating serine/arginine rich protein OS=Homo sapiens GN=CLASRP PE=1 SV=4,CLASRP,2,4,674,77.115,10.45,1,0.999,1.013,0.788,0.789,0.493,0.229,0.124,0.083,0.078,0.109
Q8N2W9,E3 SUMO-protein ligase PIAS4 OS=Homo sapiens GN=PIAS4 PE=1 SV=1,PIAS4,8,17,510,56.468,6.14,9,0.999,1.01,0.808,0.55,0.394,0.252,0.149,0.117,0.108,0.121
Q8N2Z9,Isoform 2 of Centromere protein S OS=Homo sapiens GN=APITD1,APITD1,5,10,164,19.035,7.75,5,0.999,1.057,1.012,0.999,0.723,0.403,0.248,0.131,0.126,0.121
Q8N300,Coiled-coil domain-containing protein 23 OS=Homo sapiens GN=CCDC23 PE=2 SV=1,CCDC23,10,21,66,7.803,9.16,11,0.999,0.947,1.016,0.983,0.882,0.72,0.703,0.619,0.611,0.503
Q8N302,Angiogenic factor with G patch and FHA domains 1 OS=Homo sapiens GN=AGGF1 PE=1 SV=2,AGGF1,19,36,714,80.928,5.44,17,0.999,1.038,0.95,0.765,0.444,0.235,0.113,0.083,0.085,0.087
Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens GN=GPD1L PE=1 SV=1,GPD1L,67,216,351,38.394,7.02,99,0.999,0.966,0.961,0.838,0.623,0.299,0.113,0.073,0.075,0.079
Q8N344,Mesoderm induction early response protein 2 OS=Homo sapiens GN=MIER2 PE=2 SV=2,MIER2,2,6,545,59.907,4.64,1,0.999,0.903,0.878,0.689,0.453,0.249,0.194,0.123,0.098,0.119
Q8N357,Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1,SLC35F6,3,8,371,40.188,6.93,4,0.999,1.143,1.131,1.184,0.901,0.779,0.719,0.675,0.693,0.534
Q8N371,Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8 PE=1 SV=1,KDM8,22,41,416,47.24,5.8,16,0.999,1.014,1.003,0.997,0.835,0.6,0.325,0.189,0.15,0.11
Q8N392,Rho GTPase-activating protein 18 OS=Homo sapiens GN=ARHGAP18 PE=1 SV=3,ARHGAP18,26,49,663,74.93,6.44,25,0.999,1.093,0.994,0.898,0.434,0.214,0.116,0.074,0.066,0.081
Q8N3A8,Poly [ADP-ribose] polymerase 8 OS=Homo sapiens GN=PARP8 PE=1 SV=1,PARP8,1,2,854,95.81,8.28,1,0.999,0.993,0.918,0.799,0.693,0.529,0.334,0.333,0.298,0.339
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3,ASCC3,92,183,2202,251.301,7.09,83,0.999,0.995,0.817,0.643,0.348,0.187,0.1,0.076,0.076,0.084
Q8N3D4,EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2,EHBP1L1,4,7,1523,161.756,4.83,3,0.999,1.74,1.341,1.342,0.963,0.889,0.948,0.813,0.834,0.859
Q8N3E9,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 OS=Homo sapiens GN=PLCD3 PE=1 SV=3",PLCD3,2,4,789,89.202,6.98,2,0.999,0.948,0.938,0.709,0.348,0.164,0.094,0.078,0.088,0.069
Q8N3F0,UPF0452 protein C7orf41 OS=Homo sapiens GN=C7orf41 PE=2 SV=2,C7orf41,5,12,131,14.916,4.17,7,0.999,0.97,1.097,0.92,0.917,0.747,0.621,0.565,0.481,0.418
Q8N3F8,MICAL-like protein 1 OS=Homo sapiens GN=MICALL1 PE=1 SV=2,MICALL1,73,191,863,93.383,7.25,78,0.999,1.01,0.977,0.873,0.474,0.229,0.103,0.096,0.08,0.09
Q8N3R9,MAGUK p55 subfamily member 5 OS=Homo sapiens GN=MPP5 PE=1 SV=3,MPP5,24,48,675,77.246,6.14,21,0.999,0.95,0.721,0.546,0.375,0.224,0.123,0.088,0.093,0.101
Q8N3T6,Transmembrane protein 132C OS=Homo sapiens GN=TMEM132C PE=2 SV=3,TMEM132C,1,1,1108,121.711,6.35,1,0.999,1.253,1.328,1.089,1.123,0.839,0.554,0.363,0.128,0.099
Q8N3U4,Isoform 2 of Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2,STAG2,107,373,1268,145.658,5.52,117,0.999,0.993,0.896,0.842,0.628,0.339,0.132,0.085,0.075,0.086
Q8N3X1,Isoform 2 of Formin-binding protein 4 OS=Homo sapiens GN=FNBP4,FNBP4,71,191,1019,110.383,4.75,91,0.999,0.978,0.982,0.999,1.196,1.098,0.917,0.793,0.726,0.627
Q8N3Y1,F-box/WD repeat-containing protein 8 OS=Homo sapiens GN=FBXW8 PE=1 SV=2,FBXW8,1,2,598,67.352,5.67,1,0.999,1.123,0.928,0.869,0.443,0.259,0.194,0.203,0.078,0.209
Q8N3Z3,GTP-binding protein 8 OS=Homo sapiens GN=GTPBP8 PE=2 SV=1,GTPBP8,3,6,284,32.126,9.42,3,0.999,1.12,0.898,0.759,0.483,0.299,0.174,0.129,0.124,0.109
Q8N3Z6,Zinc finger CCHC domain-containing protein 7 OS=Homo sapiens GN=ZCCHC7 PE=1 SV=2,ZCCHC7,2,3,543,63.013,7.33,2,0.999,0.913,0.628,0.439,0.403,0.219,0.164,0.093,0.138,0.149
Q8N427,Thioredoxin domain-containing protein 3 OS=Homo sapiens GN=NME8 PE=1 SV=2,NME8,3,6,588,67.227,4.97,3,0.999,0.966,0.865,0.786,0.48,0.222,0.064,0.043,0.038,0.062
Q8N442,"Translation factor GUF1, mitochondrial OS=Homo sapiens GN=GUF1 PE=1 SV=1",GUF1,14,27,669,74.281,8.59,13,0.999,0.979,0.87,0.67,0.478,0.292,0.191,0.136,0.105,0.105
Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=D2HGDH PE=1 SV=3",D2HGDH,23,44,521,56.38,7.99,21,0.999,0.961,0.982,0.898,0.81,0.599,0.464,0.302,0.168,0.133
Q8N488,RING1 and YY1-binding protein OS=Homo sapiens GN=RYBP PE=1 SV=2,RYBP,16,38,228,24.806,9.63,14,0.999,0.924,0.927,0.794,0.714,0.523,0.432,0.367,0.313,0.313
Q8N490,Isoform 2 of Probable hydrolase PNKD OS=Homo sapiens GN=PNKD,PNKD,6,12,142,15.387,10.58,6,0.999,1.01,1.086,0.969,1.063,1.089,1.434,1.511,1.623,1.261
Q8N4C6,Isoform 7 of Ninein OS=Homo sapiens GN=NIN,NIN,11,20,2133,248.04,5.03,5,0.999,0.987,0.865,0.634,0.441,0.264,0.155,0.132,0.131,0.113
Q8N4C8,Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1 PE=1 SV=2,MINK1,23,47,1332,149.729,7.85,6,0.999,0.966,0.978,0.829,0.54,0.262,0.148,0.136,0.138,0.129
Q8N4J0,UPF0586 protein C9orf41 OS=Homo sapiens GN=C9orf41 PE=1 SV=1,C9orf41,36,122,409,47.155,6.32,55,0.999,0.97,0.989,0.918,0.777,0.456,0.14,0.093,0.083,0.092
Q8N4N8,Kinesin-like protein KIF2B OS=Homo sapiens GN=KIF2B PE=1 SV=3,KIF2B,7,14,673,76.206,8.65,2,0.999,0.998,0.908,0.644,0.393,0.174,0.079,0.063,0.118,0.094
Q8N4P3,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 OS=Homo sapiens GN=HDDC3 PE=1 SV=3",HDDC3,29,107,179,20.317,6.74,48,0.999,1.01,1.01,0.942,0.861,0.655,0.529,0.426,0.234,0.134
Q8N4Q0,Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Homo sapiens GN=ZADH2 PE=1 SV=1,ZADH2,28,68,377,40.115,8.18,28,0.999,1.01,0.955,0.888,0.669,0.348,0.138,0.107,0.103,0.105
Q8N4Q1,Isoform 2 of Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4,CHCHD4,24,158,155,17.374,4.39,80,0.999,0.981,1.04,1.001,1.039,1.115,1.184,1.283,1.35,1.715
Q8N4S0,Coiled-coil domain-containing protein 82 OS=Homo sapiens GN=CCDC82 PE=1 SV=2,CCDC82,9,17,544,63.963,5.01,8,0.999,1.058,1.054,1.024,0.832,0.481,0.313,0.229,0.233,0.221
Q8N4S7,Progestin and adipoQ receptor family member 4 OS=Homo sapiens GN=PAQR4 PE=2 SV=3,PAQR4,4,9,273,29.107,8.94,6,0.999,0.986,1.016,0.979,0.923,0.691,0.682,0.6,0.715,0.724
Q8N4T8,Carbonyl reductase family member 4 OS=Homo sapiens GN=CBR4 PE=1 SV=3,CBR4,21,51,237,25.285,9.33,24,0.999,0.941,1.015,0.984,0.948,0.815,0.844,0.788,0.618,0.479
Q8N4U5,T-complex protein 11-like protein 2 OS=Homo sapiens GN=TCP11L2 PE=2 SV=1,TCP11L2,1,2,519,58.055,4.96,1,0.999,1.013,0.798,0.659,0.443,0.249,0.174,0.143,0.138,0.139
Q8N4V2,Synaptic vesicle 2-related protein OS=Homo sapiens GN=SVOP PE=2 SV=1,SVOP,1,2,548,60.729,5.78,2,0.999,1.053,1.008,0.969,0.963,0.819,0.814,0.593,0.288,0.109
Q8N543,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1 OS=Homo sapiens GN=OGFOD1 PE=1 SV=1,OGFOD1,64,272,542,63.206,5.11,125,0.999,0.984,0.982,0.885,0.769,0.535,0.424,0.297,0.19,0.112
Q8N556,Isoform 2 of Actin filament-associated protein 1 OS=Homo sapiens GN=AFAP1,AFAP1,5,12,814,89.739,8.57,2,0.999,0.993,0.938,0.779,0.558,0.264,0.149,0.113,0.123,0.114
Q8N567,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens GN=ZCCHC9 PE=2 SV=2,ZCCHC9,12,30,271,30.457,9.17,15,0.999,1.028,1.241,1.338,1.182,0.83,0.593,0.364,0.235,0.212
Q8N573,Oxidation resistance protein 1 OS=Homo sapiens GN=OXR1 PE=1 SV=2,OXR1,116,295,874,97.909,5.47,24,0.999,0.99,1.063,0.973,0.865,0.595,0.365,0.183,0.153,0.129
Q8N584,Tetratricopeptide repeat protein 39C OS=Homo sapiens GN=TTC39C PE=2 SV=2,TTC39C,24,50,583,65.828,6.99,21,0.999,1.036,0.943,1.011,0.643,0.415,0.214,0.118,0.108,0.107
Q8N5A5,Zinc finger CCCH-type with G patch domain-containing protein OS=Homo sapiens GN=ZGPAT PE=1 SV=3,ZGPAT,27,53,531,57.324,5.43,24,0.999,0.932,0.666,0.408,0.351,0.205,0.122,0.1,0.096,0.106
Q8N5C6,S1 RNA-binding domain-containing protein 1 OS=Homo sapiens GN=SRBD1 PE=1 SV=2,SRBD1,12,25,995,111.705,8.72,9,0.999,0.967,0.88,0.617,0.396,0.238,0.151,0.122,0.106,0.111
Q8N5C7,DTW domain-containing protein 1 OS=Homo sapiens GN=DTWD1 PE=2 SV=1,DTWD1,7,9,304,35.226,8.38,6,0.999,1.011,1.005,0.869,0.531,0.335,0.199,0.146,0.144,0.096
Q8N5C8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3 PE=1 SV=2,TAB3,6,10,712,78.634,8.46,4,0.999,1.088,1.038,0.916,0.618,0.374,0.277,0.185,0.145,0.116
Q8N5D0,WD and tetratricopeptide repeats protein 1 OS=Homo sapiens GN=WDTC1 PE=1 SV=2,WDTC1,5,10,677,75.872,7.27,5,0.999,1.101,0.94,0.855,0.529,0.313,0.156,0.125,0.11,0.133
Q8N5F7,NF-kappa-B-activating protein OS=Homo sapiens GN=NKAP PE=1 SV=1,NKAP,13,31,415,47.11,10.11,15,0.999,0.973,0.857,0.74,0.544,0.366,0.248,0.177,0.154,0.138
Q8N5G2,Macoilin OS=Homo sapiens GN=TMEM57 PE=1 SV=1,TMEM57,1,2,664,76.13,9.07,1,0.999,0.903,0.948,0.939,0.753,0.429,0.344,0.243,0.198,0.159
Q8N5I2,Arrestin domain-containing protein 1 OS=Homo sapiens GN=ARRDC1 PE=2 SV=1,ARRDC1,2,4,433,45.953,7.02,2,0.999,1.073,0.893,0.974,0.753,0.494,0.239,0.153,0.158,0.099
Q8N5I9,Uncharacterized protein C12orf45 OS=Homo sapiens GN=C12orf45 PE=1 SV=2,C12orf45,36,92,185,20.111,5.22,43,0.999,0.996,1.001,0.911,0.811,0.646,0.608,0.541,0.498,0.385
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1,CISD2,19,43,135,15.268,9.61,16,0.999,0.923,0.931,0.824,0.696,0.534,0.449,0.42,0.363,0.274
Q8N5L8,Ribonuclease P protein subunit p25-like protein OS=Homo sapiens GN=RPP25L PE=1 SV=1,RPP25L,14,34,163,17.62,10.3,15,0.999,0.996,0.97,0.891,0.777,0.542,0.322,0.185,0.133,0.126
Q8N5M1,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens GN=ATPAF2 PE=1 SV=1,ATPAF2,19,46,289,32.752,7.09,23,0.999,0.934,0.98,0.949,0.895,0.726,0.566,0.376,0.197,0.112
Q8N5M4,Tetratricopeptide repeat protein 9C OS=Homo sapiens GN=TTC9C PE=1 SV=1,TTC9C,15,42,171,20,8.92,17,0.999,1.013,1.021,0.918,0.61,0.292,0.172,0.127,0.115,0.11
Q8N5M9,Protein jagunal homolog 1 OS=Homo sapiens GN=JAGN1 PE=1 SV=1,JAGN1,3,6,183,21.111,9.73,3,0.999,0.913,0.941,0.832,0.746,0.805,0.588,0.466,0.361,0.226
Q8N5N7,"39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2",MRPL50,33,200,158,18.313,7.88,95,0.999,0.975,0.915,0.788,0.631,0.453,0.446,0.453,0.363,0.26
Q8N5P1,Zinc finger CCCH domain-containing protein 8 OS=Homo sapiens GN=ZC3H8 PE=1 SV=2,ZC3H8,30,80,291,33.554,8.28,40,0.999,0.942,0.925,0.826,0.65,0.38,0.234,0.153,0.122,0.12
Q8N5Q1,Putative protein FAM71E2 OS=Homo sapiens GN=FAM71E2 PE=5 SV=3,FAM71E2,1,1,922,99.852,9.39,1,0.999,1.163,1.328,1.349,1.143,0.469,0.134,0.073,0.058,0.119
Q8N5U6,Isoform 2 of RING finger protein 10 OS=Homo sapiens GN=RNF10,RNF10,1,2,816,90.44,6.92,1,0.999,1.033,0.748,0.559,0.423,0.219,0.164,0.113,0.098,0.099
Q8N5V2,Ephexin-1 OS=Homo sapiens GN=NGEF PE=2 SV=2,NGEF,2,3,710,82.445,5.57,1,0.999,1.063,0.978,0.789,0.723,0.519,0.344,0.253,0.188,0.159
Q8N5W9,Protein FAM101B OS=Homo sapiens GN=FAM101B PE=1 SV=1,FAM101B,8,19,214,22.868,5.44,8,0.999,1.001,0.971,0.886,0.576,0.259,0.147,0.108,0.095,0.101
Q8N5X7,Eukaryotic translation initiation factor 4E type 3 OS=Homo sapiens GN=EIF4E3 PE=2 SV=4,EIF4E3,3,6,224,24.425,6.42,3,0.999,1.01,0.935,0.879,0.653,0.432,0.194,0.119,0.111,0.116
Q8N5Z0,"Isoform 2 of Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial OS=Homo sapiens GN=AADAT",AADAT,9,21,429,47.792,7.21,7,0.999,0.951,1.01,0.926,0.862,0.744,0.594,0.393,0.313,0.226
Q8N5Z5,BTB/POZ domain-containing protein KCTD17 OS=Homo sapiens GN=KCTD17 PE=1 SV=3,KCTD17,4,9,321,35.648,4.86,5,0.999,1.015,1.15,0.975,0.787,0.723,0.582,0.535,0.316,0.309
Q8N608,Isoform 3 of Inactive dipeptidyl peptidase 10 OS=Homo sapiens GN=DPP10,DPP10,2,2,800,91.071,6.33,2,0.999,1.068,1.038,1.029,0.913,0.764,0.809,0.803,0.593,0.544
