Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q86V88,Magnesium-dependent phosphatase 1 OS=Homo sapiens GN=MDP1 PE=1 SV=1,MDP1,5,10,176,20.096,6.39,1,0.992,1.126,1.023,1.067,0.973,1.028,0.645,0.624,0.429,0.492
Q86V97,Kelch repeat and BTB domain-containing protein 6 OS=Homo sapiens GN=KBTBD6 PE=1 SV=1,KBTBD6,14,29,674,76.089,6.07,9,0.992,1.006,0.868,0.807,0.613,0.383,0.225,0.154,0.144,0.107
Q86VF7,Isoform 2 of Nebulin-related-anchoring protein OS=Homo sapiens GN=NRAP,NRAP,1,3,1738,197.854,9.2,1,0.992,1.066,0.943,0.827,0.823,0.788,0.495,0.204,0.129,0.082
Q86VH2,Kinesin-like protein KIF27 OS=Homo sapiens GN=KIF27 PE=2 SV=1,KIF27,2,4,1401,160.184,7.28,1,0.992,0.946,0.933,0.767,0.563,0.228,0.125,0.094,0.049,0.032
Q86VN1,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,VPS36,31,76,386,43.789,7.2,36,0.992,1.006,0.821,0.748,0.513,0.306,0.18,0.13,0.124,0.098
Q86VP1,Isoform 2 of Tax1-binding protein 1 OS=Homo sapiens GN=TAX1BP1,TAX1BP1,18,33,747,86.203,5.43,14,0.992,0.986,0.973,0.807,0.578,0.373,0.27,0.199,0.149,0.122
Q86VP3,Isoform 3 of Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens GN=PACS2,PACS2,4,8,890,97.442,6.77,4,0.992,0.966,0.883,0.757,0.683,0.508,0.345,0.214,0.149,0.122
Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,CAND1,162,1001,1230,136.289,5.78,433,0.992,0.996,0.91,0.864,0.777,0.687,0.548,0.309,0.138,0.084
Q86VR2,Protein FAM134C OS=Homo sapiens GN=FAM134C PE=1 SV=1,FAM134C,3,6,466,51.364,4.97,3,0.992,1.139,0.969,0.8,0.683,0.584,0.422,0.37,0.373,0.418
Q86VS8,Protein Hook homolog 3 OS=Homo sapiens GN=HOOK3 PE=1 SV=2,HOOK3,31,60,718,83.074,5.17,25,0.992,1.016,0.848,0.727,0.534,0.386,0.238,0.176,0.146,0.129
Q86VW0,SEC14 domain and spectrin repeat-containing protein 1 OS=Homo sapiens GN=SESTD1 PE=1 SV=2,SESTD1,2,4,696,79.298,5.1,2,0.992,1.136,0.868,0.647,0.443,0.328,0.245,0.184,0.199,0.112
Q86VX2,COMM domain-containing protein 7 OS=Homo sapiens GN=COMMD7 PE=1 SV=2,COMMD7,10,20,200,22.526,5.92,9,0.992,1.027,0.895,0.788,0.636,0.442,0.243,0.11,0.108,0.07
Q86VX9,Vacuolar fusion protein MON1 homolog A OS=Homo sapiens GN=MON1A PE=1 SV=2,MON1A,8,16,555,62.092,6.3,8,0.992,1.049,0.988,0.888,0.589,0.367,0.239,0.16,0.137,0.117
Q86W11,Zinc finger and SCAN domain-containing protein 30 OS=Homo sapiens GN=ZSCAN30 PE=1 SV=1,ZSCAN30,1,1,494,56.328,6.7,1,0.992,0.796,1.033,0.497,0.623,0.368,0.165,0.134,0.109,0.132
Q86W34,Archaemetzincin-2 OS=Homo sapiens GN=AMZ2 PE=1 SV=2,AMZ2,2,4,360,41.237,8.15,2,0.992,0.926,0.713,0.552,0.338,0.193,0.135,0.069,0.079,0.062
Q86W42,THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1,THOC6,15,38,341,37.511,7.43,19,0.992,0.967,1.036,0.912,0.838,0.587,0.339,0.241,0.198,0.173
Q86W50,Methyltransferase-like protein 16 OS=Homo sapiens GN=METTL16 PE=1 SV=2,METTL16,11,35,562,63.581,7.85,13,0.992,1.044,0.904,0.825,0.571,0.378,0.237,0.15,0.128,0.081
Q86W56,Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1,PARG,32,72,976,111.041,6.43,32,0.992,0.962,0.901,0.739,0.425,0.262,0.18,0.139,0.114,0.083
Q86W92,Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2,PPFIBP1,36,73,1011,113.952,5.55,33,0.992,1.008,0.767,0.668,0.414,0.256,0.184,0.127,0.114,0.095
Q86WA6,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1,BPHL,25,61,291,32.522,9.14,28,0.992,0.96,1.011,0.935,0.791,0.432,0.175,0.121,0.092,0.062
Q86WB0,Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1,ZC3HC1,22,39,502,55.226,5.62,18,0.992,1.036,0.825,0.702,0.368,0.255,0.195,0.141,0.119,0.107
Q86WC4,Osteopetrosis-associated transmembrane protein 1 OS=Homo sapiens GN=OSTM1 PE=1 SV=1,OSTM1,2,4,334,37.233,6.01,2,0.992,0.936,0.918,0.812,0.733,0.548,0.405,0.419,0.419,0.432
Q86WD7,Isoform 7 of Serpin A9 OS=Homo sapiens GN=SERPINA9,SERPINA9,1,1,435,48.579,9.64,1,0.992,0.936,0.963,0.897,0.813,0.438,0.185,0.104,0.099,0.062
Q86WG5,Myotubularin-related protein 13 OS=Homo sapiens GN=SBF2 PE=1 SV=1,SBF2,2,2,1849,208.333,7.06,1,0.992,1.196,1.113,1.277,1.153,0.838,0.915,0.764,0.229,0.352
Q86WH2,Ras association domain-containing protein 3 OS=Homo sapiens GN=RASSF3 PE=1 SV=1,RASSF3,5,19,238,27.545,7.44,8,0.992,1.031,1.068,1.062,1.043,0.938,0.81,0.529,0.204,0.157
Q86WI3,Protein NLRC5 OS=Homo sapiens GN=NLRC5 PE=1 SV=3,NLRC5,2,2,1866,204.464,6.44,2,0.992,1.156,1.103,0.727,0.493,0.408,0.315,0.184,0.129,0.102
Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens GN=CHD1L PE=1 SV=2,CHD1L,2,3,897,100.921,6.9,2,0.992,0.971,0.528,0.317,0.243,0.188,0.165,0.134,0.139,0.112
Q86WN1,FCH and double SH3 domains protein 1 OS=Homo sapiens GN=FCHSD1 PE=2 SV=1,FCHSD1,1,2,690,76.895,5.34,1,0.992,1.946,0.953,0.997,0.423,0.308,0.285,0.234,0.179,0.132
Q86WR0,Coiled-coil domain-containing protein 25 OS=Homo sapiens GN=CCDC25 PE=1 SV=2,CCDC25,39,91,208,24.463,6.8,43,0.992,0.958,0.915,0.787,0.476,0.268,0.181,0.139,0.107,0.089
Q86WR7,Proline and serine-rich protein 2 OS=Homo sapiens GN=PROSER2 PE=1 SV=2,PROSER2,19,40,435,45.774,7.2,20,0.992,0.946,0.838,0.709,0.541,0.34,0.233,0.174,0.174,0.154
Q86WV7,CCDC43 protein OS=Homo sapiens GN=CCDC43 PE=2 SV=1,CCDC43,17,54,227,25.548,4.92,25,0.992,0.967,0.972,0.944,0.828,0.655,0.532,0.41,0.245,0.239
Q86WW8,Cytochrome c oxidase assembly factor 5 OS=Homo sapiens GN=COA5 PE=1 SV=1,COA5,3,6,74,8.37,8.68,3,0.992,0.836,0.928,0.872,0.848,0.718,0.48,0.389,0.334,0.342
Q86WX3,Active regulator of SIRT1 OS=Homo sapiens GN=RPS19BP1 PE=1 SV=1,RPS19BP1,5,7,136,15.424,10.74,2,0.992,1.316,1.208,1.257,1.043,0.958,0.56,0.354,0.194,0.182
Q86WZ6,Zinc finger protein 227 OS=Homo sapiens GN=ZNF227 PE=2 SV=1,ZNF227,1,2,799,91.974,8.84,1,0.992,1.076,0.963,0.857,0.533,0.278,0.205,0.164,0.119,0.092
Q86X02,Cerebellar degeneration-related protein 2-like OS=Homo sapiens GN=CDR2L PE=2 SV=2,CDR2L,10,19,465,52.978,6.01,10,0.992,1.085,0.903,0.89,0.693,0.517,0.354,0.252,0.205,0.171
Q86X10,Ral GTPase-activating protein subunit beta OS=Homo sapiens GN=RALGAPB PE=1 SV=1,RALGAPB,13,25,1494,166.692,6.79,13,0.992,1.023,0.855,0.717,0.421,0.321,0.196,0.139,0.157,0.118
Q86X27,Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Homo sapiens GN=RALGPS2 PE=1 SV=1,RALGPS2,4,8,583,65.126,8.73,4,0.992,1.046,0.863,0.842,0.588,0.438,0.35,0.259,0.174,0.192
Q86X29,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,LSR,43,109,649,71.394,7.97,53,0.992,0.927,0.945,0.869,0.788,0.624,0.495,0.368,0.229,0.21
Q86X53,Glutamate-rich protein 1 OS=Homo sapiens GN=ERICH1 PE=1 SV=1,ERICH1,4,8,443,48.955,4.78,4,0.992,0.986,0.678,0.647,0.503,0.388,0.31,0.249,0.164,0.202
Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens GN=CARM1 PE=1 SV=3,CARM1,46,207,608,65.811,6.73,87,0.992,0.977,0.92,0.868,0.721,0.645,0.504,0.308,0.142,0.101
Q86X76,Isoform 1 of Nitrilase homolog 1 OS=Homo sapiens GN=NIT1,NIT1,33,122,291,31.838,6.87,59,0.992,0.947,0.994,0.974,0.883,0.774,0.67,0.571,0.412,0.571
Q86X83,COMM domain-containing protein 2 OS=Homo sapiens GN=COMMD2 PE=1 SV=2,COMMD2,11,31,199,22.731,6.73,15,0.992,1.017,0.837,0.648,0.408,0.239,0.173,0.136,0.139,0.115
Q86X95,Corepressor interacting with RBPJ 1 OS=Homo sapiens GN=CIR1 PE=1 SV=1,CIR1,3,6,450,52.281,9.86,3,0.992,0.999,1.023,1.03,0.97,0.821,0.599,0.47,0.213,0.218
Q86XH1,IQ and AAA domain-containing protein 1 OS=Homo sapiens GN=IQCA1 PE=2 SV=1,IQCA1,1,1,822,95.281,9.47,1,0.992,1.146,1.323,1.317,1.703,1.438,0.815,0.374,0.409,0.312
Q86XI2,Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2,NCAPG2,3,6,1156,132.111,6.77,3,0.992,1.259,0.743,0.537,0.26,0.148,0.092,0.064,0.079,0.065
Q86XJ1,GAS2-like protein 3 OS=Homo sapiens GN=GAS2L3 PE=1 SV=1,GAS2L3,1,2,694,75.167,9.63,1,0.992,0.896,0.763,0.727,0.723,0.558,0.495,0.364,0.129,0.162
Q86XK2,Isoform 5 of F-box only protein 11 OS=Homo sapiens GN=FBXO11,FBXO11,4,7,954,106.796,7.02,4,0.992,0.926,0.863,0.774,0.661,1,0.653,0.326,0.267,0.284
Q86XK3,Isoform 2 of Swi5-dependent recombination DNA repair protein 1 homolog OS=Homo sapiens GN=SFR1,SFR1,1,2,307,35.916,8.48,1,0.992,0.946,0.753,0.677,0.473,0.338,0.235,0.174,0.139,0.122
Q86XL3,Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens GN=ANKLE2 PE=1 SV=4,ANKLE2,4,6,938,104.05,7.09,2,0.992,0.941,0.623,0.422,0.403,0.263,0.225,0.144,0.139,0.137
Q86XN7,Proline and serine-rich protein 1 OS=Homo sapiens GN=PROSER1 PE=1 SV=2,PROSER1,1,2,944,95.639,8.88,1,0.992,1.006,0.833,0.767,0.593,0.458,0.395,0.274,0.189,0.112
Q86XP1,Diacylglycerol kinase eta OS=Homo sapiens GN=DGKH PE=1 SV=1,DGKH,1,2,1220,134.78,6.54,1,0.992,1.016,0.953,0.877,0.573,0.228,0.145,0.104,0.079,0.072
Q86XP3,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,DDX42,86,300,938,102.912,7.02,138,0.992,1.05,0.8,0.534,0.283,0.194,0.138,0.097,0.099,0.073
Q86XR8,Centrosomal protein of 57 kDa OS=Homo sapiens GN=CEP57 PE=1 SV=2,CEP57,3,3,500,57.054,9.31,3,0.992,0.771,0.823,0.612,0.563,0.343,0.3,0.274,0.229,0.212
Q86XZ4,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1,SPATS2,26,57,545,59.508,8.9,27,0.992,0.995,1.011,0.859,0.571,0.351,0.242,0.149,0.12,0.096
Q86Y13,E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2,DZIP3,3,7,1208,138.516,6.87,2,0.992,0.966,0.958,0.982,0.838,0.563,0.27,0.144,0.109,0.087
Q86Y37,CDK2-associated and cullin domain-containing protein 1 OS=Homo sapiens GN=CACUL1 PE=1 SV=1,CACUL1,9,17,369,41.037,5.19,8,0.992,1.016,0.79,0.597,0.458,0.335,0.253,0.184,0.162,0.162
Q86Y56,HEAT repeat-containing protein 2 OS=Homo sapiens GN=HEATR2 PE=1 SV=4,HEATR2,35,92,855,93.462,6.42,45,0.992,0.939,0.485,0.373,0.272,0.162,0.129,0.089,0.096,0.065
Q86Y79,Probable peptidyl-tRNA hydrolase OS=Homo sapiens GN=PTRH1 PE=1 SV=1,PTRH1,1,2,214,22.922,10.56,1,0.992,0.916,0.773,0.797,0.573,0.398,0.325,0.324,0.219,0.242
Q86Y82,Syntaxin-12 OS=Homo sapiens GN=STX12 PE=1 SV=1,STX12,21,54,276,31.622,5.59,24,0.992,0.981,1.015,0.949,0.893,0.718,0.58,0.411,0.214,0.182
Q86Y91,Isoform 4 of Kinesin-like protein KIF18B OS=Homo sapiens GN=KIF18B,KIF18B,1,2,873,95.069,8.62,1,0.992,0.996,1.023,0.997,0.903,0.738,0.575,0.414,0.199,0.162
Q86YB8,ERO1-like protein beta OS=Homo sapiens GN=ERO1LB PE=1 SV=2,ERO1LB,2,6,467,53.509,7.99,1,0.992,1.036,0.893,0.767,0.623,0.538,0.455,0.384,0.309,0.332
Q86YC2,Partner and localizer of BRCA2 OS=Homo sapiens GN=PALB2 PE=1 SV=1,PALB2,2,4,1186,131.213,6.44,2,0.992,0.796,0.793,0.807,0.693,0.383,0.265,0.159,0.109,0.082
Q86YD1,Prostate tumor-overexpressed gene 1 protein OS=Homo sapiens GN=PTOV1 PE=1 SV=1,PTOV1,1,2,416,46.839,10.54,1,0.992,0.946,0.623,0.317,0.173,0.128,0.065,0.044,0.049,0.042
Q86YF9,Zinc finger protein DZIP1 OS=Homo sapiens GN=DZIP1 PE=1 SV=1,DZIP1,1,1,867,98.602,6.15,1,0.992,1.056,1.043,0.967,0.933,0.818,0.685,0.554,0.219,0.212
Q86YH2,Zinc finger protein 280B OS=Homo sapiens GN=ZNF280B PE=1 SV=2,ZNF280B,1,1,543,61.545,7.69,1,0.992,0.896,0.773,0.997,0.823,0.948,0.865,0.774,0.619,0.682
Q86YH6,Decaprenyl-diphosphate synthase subunit 2 OS=Homo sapiens GN=PDSS2 PE=1 SV=2,PDSS2,8,16,399,44.101,8.24,8,0.992,0.97,0.93,0.884,0.807,0.666,0.469,0.242,0.154,0.101
Q86YJ5,Isoform 2 of E3 ubiquitin-protein ligase MARCH9 OS=Homo sapiens GN=MARCH9,9-Mar,1,1,233,25.857,10.11,1,0.992,1.076,0.963,1.007,0.783,0.528,0.595,0.494,0.319,0.332
Q86YM7,Homer protein homolog 1 OS=Homo sapiens GN=HOMER1 PE=1 SV=2,HOMER1,22,47,354,40.252,5.44,20,0.992,0.98,0.961,0.821,0.685,0.496,0.338,0.231,0.163,0.143
Q86YS6,Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1,RAB43,3,14,212,23.325,5.64,1,0.992,1.036,0.993,0.997,0.863,0.748,0.455,0.264,0.179,0.192
Q86YS7,C2 domain-containing protein 5 OS=Homo sapiens GN=C2CD5 PE=1 SV=1,C2CD5,8,15,1000,110.377,5.69,7,0.992,0.956,0.943,0.837,0.733,0.418,0.245,0.144,0.129,0.102
Q86YT6,E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens GN=MIB1 PE=1 SV=1,MIB1,2,4,1006,110.066,6.92,2,0.992,0.906,0.963,1.042,0.933,0.733,0.37,0.189,0.114,0.072
Q86YV5,Tyrosine-protein kinase SgK223 OS=Homo sapiens GN=SGK223 PE=1 SV=3,SGK223,12,22,1402,149.217,7.2,9,0.992,1.018,0.937,0.848,0.691,0.52,0.419,0.312,0.218,0.205
Q86YV9,Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens GN=HPS6 PE=1 SV=1,HPS6,7,13,775,82.923,6.28,7,0.992,0.96,0.716,0.52,0.427,0.283,0.232,0.179,0.172,0.133
Q86YW0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1 OS=Homo sapiens GN=PLCZ1 PE=2 SV=1",PLCZ1,2,2,608,70.366,9.04,1,0.992,1.526,1.303,1.657,1.343,1.238,1.075,0.714,0.259,0.362
Q86YW9,Mediator of RNA polymerase II transcription subunit 12-like protein OS=Homo sapiens GN=MED12L PE=1 SV=2,MED12L,3,6,2145,239.967,7.77,1,0.992,0.846,0.953,0.987,0.853,0.328,0.135,0.034,0.029,0.012
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens GN=IRF2BP1 PE=1 SV=1,IRF2BP1,14,32,584,61.649,8.18,16,0.992,0.906,0.685,0.602,0.493,0.365,0.313,0.265,0.251,0.203
Q8IU85,Calcium/calmodulin-dependent protein kinase type 1D OS=Homo sapiens GN=CAMK1D PE=1 SV=1,CAMK1D,7,13,385,42.887,7.21,3,0.992,0.956,0.859,0.673,0.426,0.288,0.215,0.187,0.103,0.095
Q8IUA7,ATP-binding cassette sub-family A member 9 OS=Homo sapiens GN=ABCA9 PE=1 SV=1,ABCA9,1,1,1624,184.242,6.93,1,0.992,0.926,1.003,0.907,0.853,0.668,0.605,0.404,0.369,0.332
Q8IUC4,Rhophilin-2 OS=Homo sapiens GN=RHPN2 PE=1 SV=1,RHPN2,16,32,686,76.944,6.8,14,0.992,0.959,0.706,0.539,0.425,0.3,0.238,0.158,0.137,0.1
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1,ERC1,80,172,1116,128.008,5.97,74,0.992,1.032,0.819,0.604,0.412,0.281,0.219,0.164,0.148,0.121
Q8IUE6,Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3,HIST2H2AB,7,20,130,13.987,10.89,2,0.992,0.981,0.753,0.697,0.548,0.378,0.375,0.259,0.274,0.352
Q8IUF8,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA OS=Homo sapiens GN=MINA PE=1 SV=1,MINA,37,80,465,52.767,6.7,37,0.992,0.943,1.002,0.809,0.57,0.317,0.205,0.142,0.113,0.084
Q8IUH3,RNA-binding protein 45 OS=Homo sapiens GN=RBM45 PE=2 SV=1,RBM45,8,16,476,53.469,7.17,8,0.992,0.931,0.596,0.317,0.208,0.13,0.104,0.107,0.109,0.102
Q8IUI4,Putative protein SNX29P2 OS=Homo sapiens GN=SNX29P2 PE=5 SV=2,SNX29P2,1,4,249,27.209,4.94,1,0.992,0.736,0.753,0.857,0.833,0.518,0.275,0.214,0.099,0.042
Q8IUI8,Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=1 SV=2,CRLF3,28,66,442,49.735,5.14,20,0.992,1.03,0.927,0.727,0.326,0.21,0.168,0.139,0.11,0.08
Q8IUQ4,Isoform 2 of E3 ubiquitin-protein ligase SIAH1 OS=Homo sapiens GN=SIAH1,SIAH1,4,8,313,34.605,7.78,4,0.992,1.016,1.103,1.012,0.828,0.758,0.56,0.514,0.264,0.232
Q8IUR0,Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1,TRAPPC5,16,32,188,20.77,9.66,14,0.992,0.946,0.825,0.674,0.448,0.278,0.188,0.141,0.117,0.087
Q8IUR7,Armadillo repeat-containing protein 8 OS=Homo sapiens GN=ARMC8 PE=1 SV=2,ARMC8,29,67,673,75.46,6.73,22,0.992,0.946,0.909,0.811,0.64,0.448,0.33,0.187,0.126,0.087
Q8IUW3,Spermatogenesis-associated protein 2-like protein OS=Homo sapiens GN=SPATA2L PE=2 SV=1,SPATA2L,1,2,424,46.149,5.52,1,0.992,0.866,0.593,0.517,0.393,0.268,0.155,0.104,0.129,0.092
Q8IUW5,RELT-like protein 1 OS=Homo sapiens GN=RELL1 PE=1 SV=1,RELL1,1,2,271,29.322,8.34,1,0.992,1.236,0.933,0.997,1.123,1.608,2.155,2.404,1.659,1.172
Q8IUX1,Transmembrane protein 126B OS=Homo sapiens GN=TMEM126B PE=2 SV=2,TMEM126B,1,2,230,25.926,8.81,1,0.992,0.796,1.043,0.857,0.993,0.778,0.775,0.574,0.309,0.362
Q8IUX4,DNA dC->dU-editing enzyme APOBEC-3F OS=Homo sapiens GN=APOBEC3F PE=1 SV=3,APOBEC3F,7,15,373,44.991,7.23,7,0.992,0.99,0.903,0.772,0.524,0.341,0.23,0.164,0.154,0.14
Q8IUZ0,Isoform 2 of Leucine-rich repeat-containing protein 49 OS=Homo sapiens GN=LRRC49,LRRC49,3,6,691,79.503,8.28,2,0.992,0.996,1.043,0.937,0.723,0.538,0.365,0.314,0.159,0.122
Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase OS=Homo sapiens GN=PHYKPL PE=1 SV=1,PHYKPL,1,1,450,49.679,6.76,1,0.992,0.976,0.973,0.897,0.583,0.418,0.295,0.274,0.199,0.292
Q8IV08,Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1,PLD3,18,43,490,54.671,6.47,22,0.992,1.002,0.997,0.95,0.869,0.755,0.637,0.53,0.31,0.252
Q8IV20,Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1,LACC1,1,2,430,47.749,7.06,1,0.992,1.126,1.163,1.147,0.933,0.788,0.535,0.364,0.229,0.262
Q8IV35,WD repeat-containing protein 49 OS=Homo sapiens GN=WDR49 PE=2 SV=1,WDR49,1,1,697,79.244,8.47,1,0.992,0.926,0.843,0.747,0.613,0.388,0.185,0.174,0.149,0.102
Q8IV36,Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1,HID1,21,47,788,88.689,6.06,21,0.992,1.051,0.873,0.783,0.495,0.309,0.192,0.144,0.114,0.099
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens GN=ANKMY2 PE=1 SV=1,ANKMY2,38,101,441,49.267,6.25,47,0.992,1.004,0.849,0.749,0.473,0.214,0.146,0.105,0.098,0.078
Q8IV48,3'-5' exoribonuclease 1 OS=Homo sapiens GN=ERI1 PE=1 SV=3,ERI1,18,45,349,40.038,6.7,23,0.992,0.957,0.99,0.831,0.55,0.312,0.198,0.129,0.115,0.093
Q8IV50,LysM and putative peptidoglycan-binding domain-containing protein 2 OS=Homo sapiens GN=LYSMD2 PE=1 SV=1,LYSMD2,23,57,215,23.449,5.35,24,0.992,0.979,0.987,0.913,0.76,0.618,0.45,0.353,0.258,0.266
Q8IV53,DENN domain-containing protein 1C OS=Homo sapiens GN=DENND1C PE=1 SV=1,DENND1C,3,6,801,87.01,5.67,3,0.992,1.029,0.966,1.147,1.136,0.928,0.919,0.684,0.343,0.282
Q8IV56,Proline-rich protein 15 OS=Homo sapiens GN=PRR15 PE=2 SV=1,PRR15,1,2,129,13.707,9.64,1,0.992,0.926,0.883,0.867,0.903,0.918,0.685,0.574,0.629,0.752
Q8IV63,Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens GN=VRK3 PE=1 SV=2,VRK3,1,1,474,52.848,9.04,1,0.992,1.026,1.123,0.707,0.663,0.428,0.345,0.214,0.149,0.052
Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3,NUDCD3,34,98,361,40.797,5.25,46,0.992,1.012,0.855,0.73,0.465,0.312,0.229,0.15,0.13,0.107
Q8IVF1,NUT family member 2A OS=Homo sapiens GN=NUTM2A PE=2 SV=4,NUTM2A,1,2,878,93.831,8.25,1,0.992,0.896,1.053,0.847,0.733,0.648,0.485,0.294,0.109,0.102
Q8IVF2,Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2,AHNAK2,119,293,5795,616.242,5.36,95,0.992,0.991,1.011,0.944,0.876,0.789,0.726,0.578,0.288,0.259
Q8IVF4,"Dynein heavy chain 10, axonemal OS=Homo sapiens GN=DNAH10 PE=1 SV=4",DNAH10,5,8,4471,514.512,5.88,4,0.992,1.045,1.091,1.147,1.241,1.299,1.05,0.426,0.172,0.086
Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial OS=Homo sapiens GN=MMAA PE=1 SV=1",MMAA,2,2,418,46.509,9.29,1,0.992,1.116,0.943,0.867,0.673,0.678,0.425,0.364,0.399,0.402
Q8IVL0,Neuron navigator 3 OS=Homo sapiens GN=NAV3 PE=1 SV=3,NAV3,2,3,2385,255.491,8.76,1,0.992,1.886,1.733,1.617,0.663,0.968,0.865,0.554,0.759,0.262
Q8IVL1,Neuron navigator 2 OS=Homo sapiens GN=NAV2 PE=1 SV=3,NAV2,1,3,2488,268.003,9.03,1,0.992,0.986,1.113,1.127,1.143,1.238,1.005,0.984,0.709,0.732
Q8IVL6,Prolyl 3-hydroxylase 3 OS=Homo sapiens GN=LEPREL2 PE=2 SV=1,LEPREL2,7,14,736,81.786,6.32,7,0.992,0.957,0.823,0.666,0.533,0.384,0.285,0.214,0.176,0.24
Q8IVM0,Isoform 2 of Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50,CCDC50,46,122,482,56.305,8.21,61,0.992,0.939,0.963,0.919,0.878,0.808,0.719,0.604,0.466,0.588
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2",MCAT,21,42,390,42.934,8.72,20,0.992,0.97,0.939,0.869,0.745,0.558,0.406,0.265,0.142,0.101
Q8IVT2,Mitotic interactor and substrate of PLK1 OS=Homo sapiens GN=MISP PE=1 SV=1,MISP,13,24,679,75.311,6.83,9,0.992,0.983,0.968,0.847,0.768,0.444,0.332,0.247,0.194,0.22
Q8IVV7,Glucose-induced degradation protein 4 homolog OS=Homo sapiens GN=GID4 PE=2 SV=1,GID4,3,6,300,33.493,9.16,3,0.992,0.969,0.963,0.927,0.743,0.661,0.489,0.297,0.156,0.118
Q8IVW4,Cyclin-dependent kinase-like 3 OS=Homo sapiens GN=CDKL3 PE=2 SV=1,CDKL3,3,7,592,67.471,9.31,1,0.992,0.856,0.633,0.487,0.363,0.238,0.155,0.104,0.109,0.072
Q8IW19,Aprataxin and PNK-like factor OS=Homo sapiens GN=APLF PE=1 SV=1,APLF,1,2,511,56.921,5.08,1,0.992,1.006,1.213,1.187,0.963,0.758,0.485,0.414,0.289,0.452
Q8IW35,Isoform 2 of Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97,CEP97,10,22,891,99.846,5.08,11,0.992,1.067,0.78,0.747,0.473,0.326,0.235,0.177,0.155,0.133
Q8IW40,Coiled-coil domain-containing protein 103 OS=Homo sapiens GN=CCDC103 PE=1 SV=1,CCDC103,1,2,242,27.146,5.97,2,0.992,0.816,0.903,0.767,0.653,0.638,0.515,0.394,0.289,0.192
Q8IW45,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Homo sapiens GN=CARKD PE=1 SV=1,CARKD,23,53,347,36.553,8.06,23,0.992,0.967,0.981,0.977,0.915,0.791,0.669,0.618,0.425,0.576
Q8IW50,Protein FAM219A OS=Homo sapiens GN=FAM219A PE=1 SV=3,FAM219A,2,4,185,20.387,4.73,2,0.992,0.921,1.083,1.032,1.163,0.993,0.885,0.774,0.489,0.497
